id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7826457,Excellent apartment with 220 m2.,12313887,Raul,,Belgrano,-34.5623,-58.44351,Entire home/apt,28373,10,43,2022-04-02,0.48,1,348,3,
8206960,Great Location!! Excellent! The best Location!,40450031,Mayra,,Recoleta,-34.58615,-58.40042,Entire home/apt,3524,3,137,2020-02-28,1.54,3,78,0,
8207411,complete department in recoleta,43279317,Nicolas,,Recoleta,-34.59116,-58.40503,Entire home/apt,9711,5,103,2022-08-26,1.31,1,0,1,
7839037,"Bright, cozy apartment in a lovely neighborhood!",28427329,Laura,,Belgrano,-34.56526,-58.46336,Entire home/apt,6695,10,4,2022-11-25,0.05,1,163,3,
8219896,Studio Apartment at Poetry Recoleta,1167817,Noelí,,Recoleta,-34.59341,-58.39709,Entire home/apt,27615,1,0,,,3,246,0,
8222744,Apartment in Palermo Zoo Area,15466789,Juan,,Palermo,-34.58169,-58.41446,Entire home/apt,22070,7,0,,,53,0,0,
8844039,Amplio Tres Ambientes en Palermo,46313305,Ines,,Palermo,-34.59274,-58.41768,Entire home/apt,17131,4,104,2022-11-25,1.19,1,128,15,
7848702,Enjoy Palermo Soho,5028569,"Juan, Laura, Joaqui Y Cata",,Palermo,-34.5848,-58.42267,Entire home/apt,10572,1,63,2019-08-18,0.71,1,267,0,
8863766,Linda casa en Palermo Holywood,3683480,Elodie,,Palermo,-34.57924,-58.43876,Entire home/apt,52858,7,2,2018-01-08,0.03,1,111,0,
8223210,Great Apartment in Recoleta,15466789,Juan,,Recoleta,-34.5898,-58.38843,Entire home/apt,17656,15,0,,,53,0,0,
8255530,"Loft w. pool & BBQ space, Belgrano",43535455,Natali,,Nuñez,-34.55505,-58.46495,Entire home/apt,4000,30,71,2020-05-24,0.80,1,28,0,
7853802,SanTelmo Love ~ Bright Loft w/PrivatePatio&Terrace,1498621,Geraldine,,San Telmo,-34.62383,-58.37301,Entire home/apt,9816,2,65,2022-12-06,0.74,1,220,12,
8257561,inspiring room full of energy and light,43541672,Natalia,,Parque Patricios,-34.63735,-58.39099,Shared room,3000,1,1,2019-11-07,0.03,1,180,0,
8877859,Buenos Aires. Departamento Palermo,46459715,Gi,,Recoleta,-34.59777,-58.41011,Entire home/apt,5286,1,7,2016-10-20,0.08,1,358,0,
7902415,Comfortable loft in Palermo,793104,Pablo,,Palermo,-34.58453,-58.44129,Entire home/apt,6180,2,39,2022-12-04,0.44,1,111,5,
8877872,Family Flat with Big Terrace in best of Palermo,46459836,Beba,,Palermo,-34.58118,-58.40943,Entire home/apt,12179,5,87,2022-12-24,1.11,1,272,10,
8265297,Suite at Poetry Buenos Aires,1167817,Noelí,,Recoleta,-34.59341,-58.39709,Entire home/apt,34078,1,23,2022-11-06,0.32,3,194,20,
7914840,Sunny flat with view on St Catalina,41734043,Catherine,,San Nicolas,-34.60035,-58.37432,Entire home/apt,6641,7,17,2019-06-08,0.19,1,242,0,
8269746,Nice and sunny apart-Saavedra-CABA,42472481,Daniel,,Saavedra,-34.54303,-58.48175,Entire home/apt,8000,2,27,2022-11-06,0.36,1,363,2,
8877967,"Duplex with pool, Palermo Hollywood",4994194,Paula Marina,,Palermo,-34.5819,-58.43369,Entire home/apt,18752,3,52,2022-12-07,0.60,13,146,6,
7916789,Departamento Studio,40150626,Fernando Luis,,Monserrat,-34.61685,-58.38201,Entire home/apt,8029,6,7,2022-11-13,0.11,1,362,3,
8881075,ECONOMICA cama doble Casa Compartida buena onda!,4191868,Piso Compartido Buenos Aires,,Monserrat,-34.61707,-58.37906,Private room,2467,15,5,2022-09-09,0.14,29,340,4,
8272379,"Tu lugar en San Telmo, loft plaza Dorrego",43619486,Gustavo,,San Telmo,-34.62194,-58.37492,Entire home/apt,15000,2,34,2022-11-13,0.65,1,171,5,
9400967,Tacha Balcony13 Apartment,24231645,Solange,,Villa Crespo,-34.58963,-58.43946,Entire home/apt,6695,2,34,2022-12-15,0.39,12,58,7,
8274766,Dpto 2 ambientes UBICACION PERFECTA,43633210,Oscar,,Recoleta,-34.59812,-58.39095,Entire home/apt,7576,3,97,2022-12-22,1.10,1,340,35,
8301361,EXCELENTE DEPTO MICROCENTRO 4 PERSONAS,14096220,Maria Y Oscar,,Retiro,-34.59784,-58.37817,Entire home/apt,7224,5,2,2019-04-18,0.04,2,41,0,
8888199,Una Isla en medio de la ciudad,46504752,Vero,,Paternal,-34.59637,-58.46704,Entire home/apt,1277,3,0,,,1,211,0,
9406375,Compartimos?,48777047,Mariana,,Balvanera,-34.60976,-58.4107,Private room,3876,1,11,2022-11-06,0.18,1,175,3,
8303567,Spacious and charming flat in Recoleta,43779972,Sonia,,Recoleta,-34.58784,-58.39138,Entire home/apt,23554,7,1,2015-11-17,0.01,1,358,0,
9423941,New and brigthly Nicaragua,48856583,Paula,,Palermo,-34.58195,-58.43318,Entire home/apt,7048,5,114,2021-03-15,1.34,2,28,0,
8895241,Dpto. 2 Ambientes Zona Nuñez,46535658,Evelyn,,Nuñez,-34.54566,-58.46209,Entire home/apt,4757,10,2,2016-09-02,0.02,1,58,0,
9434965,Silencioso departamento antiguo,39758006,Luis,,San Nicolas,-34.601,-58.37105,Entire home/apt,15000,2,120,2022-06-26,1.40,2,354,1,
8901991,Estación LIMA,9974451,Ofelia Cristina,,Monserrat,-34.60912,-58.38286,Entire home/apt,7048,1,5,2022-04-24,0.06,2,0,2,
9450416,Impecable departamento en Palermo,48970482,Laura,,Palermo,-34.58612,-58.42207,Entire home/apt,8810,90,0,,,1,364,0,
9463214,Casa zona residencial,49013119,Fulvio,,Villa Urquiza,-34.57694,-58.47652,Private room,1714,30,0,,,1,83,0,
8903518,DEPARTAMENTO VIP EN SAN TELMO,41311698,Analia,,Monserrat,-34.61366,-58.37213,Entire home/apt,4757,2,77,2022-12-21,0.88,1,335,18,
9470081,ERRE,49079458,Victor,,Belgrano,-34.56436,-58.46751,Entire home/apt,8800,2,35,2022-12-15,0.79,1,64,17,
8904581,Luxury Apartment Recoleta,44848121,Marta,,Recoleta,-34.58809,-58.39976,Entire home/apt,17619,1,1,2022-07-18,0.18,1,179,1,
9473906,Lovely Studio in Palermo,25602761,Mariano,,Recoleta,-34.59513,-58.41482,Entire home/apt,7870,7,50,2022-11-14,0.58,1,179,5,
8905916,PALACIO FRANCES RECICLADO A NUEVO,46495524,Maria Florencia,,Monserrat,-34.61199,-58.37225,Entire home/apt,17619,5,2,2017-05-04,0.03,1,354,0,
9476810,Recoleta/Palermo Full Apartment Amazing Light&View,49118799,Mariano,,Recoleta,-34.5933,-58.40873,Entire home/apt,6695,3,348,2022-10-23,4.07,1,312,15,
8907999,Cozy Room in the best neighbourhood,39464959,Silvia,,Belgrano,-34.56203,-58.44018,Private room,3348,15,20,2022-11-10,0.23,2,362,3,
8916522,Modern 2BDR apartment in Recoleta,13834947,Joaquin,,Recoleta,-34.59241,-58.39524,Entire home/apt,22805,2,86,2022-12-22,1.16,21,166,32,
8319846,"Recoleta Suite Studio - Pool, Laundry room, Gym",757597,Andres,,Recoleta,-34.59509,-58.40307,Entire home/apt,12585,4,4,2022-10-12,0.47,6,303,4,
8327407,LUMINOSO  Y SILENCIOSO DEPARTAMENTO  EN BS AS,43898252,Emilia,,Villa Crespo,-34.59714,-58.44516,Entire home/apt,7324,6,30,2022-12-03,0.56,1,90,10,
9495427,Sunny Recoleta apartment,49206391,Eduardo,,Recoleta,-34.58968,-58.39613,Entire home/apt,7953,5,105,2022-12-01,1.24,1,310,15,
8337357,Palermo SoHo Plaza Cortázar,31143670,Wolfgang,,Palermo,-34.58961,-58.42927,Private room,8810,6,23,2016-11-28,0.26,2,211,0,
8916837,Apartamento en Recoleta para 3 pers,3469227,Federico,,Recoleta,-34.59031,-58.40317,Entire home/apt,14024,3,27,2022-11-13,0.31,135,0,3,
9502714,New Palermo Soho Apartment with Swimming Pool,49248460,Andrea,,Palermo,-34.58627,-58.42489,Entire home/apt,9187,3,149,2022-12-21,1.75,1,284,18,
8372495,Beautiful and warm Loft in downtown BA,44128372,Lucas Martin,,San Nicolas,-34.60442,-58.38789,Entire home/apt,1766,1,97,2021-03-01,1.11,1,0,0,18685644790
9504276,Bright cute 1 bed Apt in Palermo Soho with Pool,6867313,Martina,,Palermo,-34.5891747,-58.420323,Entire home/apt,6872,2,15,2022-12-24,6.34,1,306,15,
9504449,Big and Luminous Studio in Recoleta,42514336,Javier,,Recoleta,-34.59174,-58.3968,Entire home/apt,5110,7,4,2017-10-01,0.05,2,181,0,
9507033,Atardecer en Buenos Aires,4159891,Josefina,,Palermo,-34.59187,-58.41299,Entire home/apt,7501,2,14,2020-06-20,0.16,1,181,0,
8372561,Exclusive pied-a-terre Buenos Aires,42310750,Philippe-Charles,,Recoleta,-34.57957,-58.39587,Entire home/apt,22401,5,16,2022-04-19,0.19,1,358,2,
9509313,** BEAUTIFUL FLAT IN THE HEART OF SAN TELMO  57m2,49275481,Delfina Maria,,San Telmo,-34.61936,-58.37667,Entire home/apt,2631,60,15,2020-03-14,0.18,1,160,0,
8386367,"Ubicado en recoleta, cerca de todo",44190712,Alejandra,,Retiro,-34.59318,-58.3809,Entire home/apt,15329,3,4,2022-08-14,0.09,5,357,1,
9509487,Design Studio in Palermo II,15900304,Gabriel,,Palermo,-34.59273,-58.41932,Entire home/apt,7567,2,11,2022-12-18,0.13,42,350,3,
8420861,Bonito departamento en Buenos Aires,20074947,Ana,,Nuñez,-34.54826,-58.45492,Entire home/apt,9711,3,11,2016-05-21,0.13,1,0,0,
9509689,Unique design in Palermo Soho II,15900304,Gabriel,,Palermo,-34.58234,-58.42858,Entire home/apt,12334,2,49,2022-08-29,0.58,42,326,3,
8422982,Habitacion en Palermo!,42631187,Ana,,Palermo,-34.58817,-58.41644,Private room,1766,1,63,2020-03-23,0.72,1,0,0,
9521895,Hermoso 2 Amb. reciclado con excelente ubicación,49333072,Juan Manuel,,Almagro,-34.60406,-58.42387,Entire home/apt,5739,2,15,2022-12-11,1.14,2,362,14,541153855516
8439685,Design Studio in Buenos Aires,17371921,Matt,,Palermo,-34.58125,-58.43152,Entire home/apt,10949,1,111,2022-06-27,1.26,5,365,5,
9525350,Spacious and Cozy Studio,16157317,Cecilia,,Nuñez,-34.53887,-58.46545,Entire home/apt,10572,3,53,2022-12-03,0.61,2,357,10,
8444272,Tacha Terrace5 Apartment,24231645,Solange,,Palermo,-34.58702,-58.43919,Entire home/apt,6695,2,38,2022-11-13,0.43,12,315,28,
8444391,Tacha Terrace6 Apartment,24231645,Solange,,Palermo,-34.58723,-58.43949,Entire home/apt,6695,2,18,2022-05-01,0.21,12,103,9,
8919213,Vintage appartment Palermo Soho,30719618,Varinia,,Palermo,-34.59378,-58.42582,Entire home/apt,8734,5,5,2019-12-29,0.08,1,38,0,
9527199,White Studio in Palermo Soho,6306874,Flor,,Palermo,-34.58943,-58.41908,Entire home/apt,6167,7,222,2022-11-12,2.60,1,239,10,
8920734,San Telmo Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.64317,-58.37771,Entire home/apt,6820,1,130,2022-12-11,1.53,8,308,34,
9538957,Loft at Poetry Recoleta,1167817,Noelí,,Recoleta,-34.59341,-58.39709,Entire home/apt,39825,1,7,2022-10-10,0.11,3,260,3,
8921082,San Telmo Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.64419,-58.37567,Entire home/apt,6847,1,12,2022-12-05,0.20,8,327,4,
8922003,Beautiful Corner Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.64423,-58.37494,Entire home/apt,7048,1,5,2022-11-26,0.87,8,364,5,
9545869,Luminous Studio - Palermo Hollywood,2017830,Barbara,,Palermo,-34.57907,-58.43849,Entire home/apt,26052,2,45,2022-12-22,4.05,41,331,45,
8923937,PENTHOUSE withTerrace Panoramic Views - Palermo,5597544,Pia & Silvia,,Palermo,-34.57759,-58.43889,Entire home/apt,44048,3,88,2022-12-11,1.06,27,314,17,
8930911,Palermo Hollywood 1 A,21858421,Gabriel,,Palermo,-34.5847,-58.44293,Entire home/apt,12334,70,3,2021-10-31,0.04,8,365,0,
9556085,Monoambiente con terraza pleno Soho,49480723,Delia Concepcion,,Palermo,-34.58895,-58.433,Entire home/apt,12334,1,1,2017-01-03,0.01,50,318,0,
8932893,Dormitorio en dpto. Zona Belgrano,43302054,Manuel,,Belgrano,-34.56153,-58.44896,Private room,2114,5,6,2017-01-13,0.07,1,26,0,
9562319,Depto Zona Caballito/Almagro,49507667,Carlos,,Caballito,-34.60685,-58.43192,Entire home/apt,5814,7,1,2015-12-28,0.01,1,242,0,
8943456,Depto.  2 amb zona Almagro,46422582,Natalia,,Almagro,-34.61309,-58.42531,Entire home/apt,17619,1,7,2022-04-17,0.08,2,364,1,
9571137,Room with Single Bed and Private Bathroom,8877145,Gabriela,,Palermo,-34.58326,-58.43794,Private room,3884,3,110,2022-12-04,1.32,3,177,27,
8459974,Recoleta Mint / 2BR,7495681,Marcela,,Recoleta,-34.59523,-58.39927,Entire home/apt,17267,7,12,2022-12-04,0.18,4,284,2,
8463160,Alto Palermo Departamento,3467529,Maria Elisa,,Palermo,-34.5859,-58.41085,Entire home/apt,6180,2,0,,,1,1,0,
8473334,LOVELY APARTMENT-BELGRANO,44622232,Claudia,,Belgrano,-34.55594,-58.45433,Entire home/apt,5286,7,11,2019-09-20,0.15,4,162,0,
8477292,Studio en Cerviño al 3300,17077506,Augusto,,Palermo,-34.58131,-58.40616,Entire home/apt,5650,7,91,2021-03-01,1.04,3,0,0,
8479127,Departamento de 45 mts; en Recoleta,44656545,Gervasio,,Recoleta,-34.59567,-58.38953,Entire home/apt,8810,7,10,2017-07-26,0.12,1,303,0,
8485814,Cómodo departamento en Palermo para 6 personas,3469227,Federico,,Palermo,-34.59143,-58.41276,Entire home/apt,12334,7,6,2021-03-21,0.07,135,270,0,
9573418,Luminous apartment ideally located,19445315,Dana,,Retiro,-34.59035,-58.37971,Entire home/apt,13214,20,40,2022-09-30,0.47,1,325,2,
8488279,Hermoso PH Antiguo en Palermo,13958391,Mónica,,Palermo,-34.58278,-58.42959,Entire home/apt,14976,3,2,2016-07-20,0.03,2,305,0,
9597288,"Departamento en pleno Palermo, súper luminoso!",35111274,Delfina,,Palermo,-34.57707,-58.42452,Entire home/apt,7929,7,11,2022-09-06,0.18,1,38,1,
9606231,PALERMO/COLEGIALES - BEAUTIFUL LOFT ~ 50 m2,1969422,Mario,,Colegiales,-34.57351,-58.44662,Entire home/apt,4405,7,14,2021-01-24,0.18,1,89,0,
9606595,New Apartment to Rest & Enjoy,13000005,Tomas,,Palermo,-34.58979,-58.42261,Entire home/apt,5110,25,25,2020-03-25,0.29,3,242,0,
9607352,BEST LOCATION in Recoleta apartment,13937088,Luz,,Retiro,-34.58849334716797,-58.383358001708984,Entire home/apt,20891,30,2,2022-11-06,0.64,2,88,2,
8495029,Lovely apartment ! 3 guests- Soho,828362,Nina,,Palermo,-34.58136,-58.42736,Entire home/apt,7120,2,31,2022-11-17,0.35,1,282,5,
8955138,Habitación en departamento luminoso y cálido :),46804225,Andrea,,Coghlan,-34.5581,-58.47541,Private room,2643,2,60,2022-11-26,0.71,1,334,16,
9607489,Confortable Apartment with balcony,49713768,Natacha,,Villa Del Parque,-34.60153,-58.49832,Entire home/apt,6695,4,54,2022-11-21,0.63,5,327,11,Ex-2021-34976136-GCABA-DGDTU
8966691,el corazón de Palermo y sus jardine,46860350,Marina,,Palermo,-34.58091,-58.42419,Private room,4591,3,6,2022-11-10,0.08,1,298,4,
8498961,"Time Square of Buenos Aires, one bedroon apt",44754244,Florencia,,Balvanera,-34.605755,-58.392933,Entire home/apt,6872,3,13,2022-03-31,0.43,1,179,3,
9608164,Modern Studio in Palermo!,35067450,Ignacio,,Palermo,-34.59478,-58.41536,Entire home/apt,6896,2,84,2022-12-21,0.97,20,314,12,
8503251,"Departamento acogedor en San Telmo, BA.",78931916,Guillermo,,San Telmo,-34.61833,-58.37516,Entire home/apt,9062,3,135,2022-12-04,2.06,1,171,19,
9612593,Apart a metros del obelisco!,41199693,Alejandra,,San Nicolas,-34.60508,-58.37965,Entire home/apt,20000,5,1,2016-03-26,0.01,1,173,0,
8516082,Bright bachelor condo in downtown Buenos Aires,2017830,Barbara,,Constitucion,-34.61838,-58.3845,Entire home/apt,5814,3,12,2022-12-01,1.67,41,330,12,
8517275,Modern Apartment in Palermo w/ Pool,5597544,Pia & Silvia,,Palermo,-34.57313,-58.42266,Entire home/apt,10697,7,27,2022-10-28,0.32,27,320,8,
8521427,Departamento 2 y 1/2 Ambientes 55m c/amenities,36350850,Jose,,Belgrano,-34.55751,-58.45702,Entire home/apt,4000,60,0,,,1,303,0,
8538483,Palermo 3 ambientes con amplio balcón,25091292,Martha,,Palermo,-34.58209,-58.41337,Entire home/apt,7400,7,8,2022-11-30,0.22,1,261,5,
8538985,Es amplio y luminoso y bien ubicado,1901457,Alicia Mirta,,Monserrat,-34.61627,-58.39093,Entire home/apt,1799,60,2,2020-01-02,0.04,2,269,0,
8548086,Apartamento   Villa Devoto / Pueyrredón,44998283,Carola,,Villa Pueyrredon,-34.58947,-58.50696,Entire home/apt,8810,5,5,2019-05-02,0.06,1,362,0,
8554678,Palermo Soho 2 bedroom Apartment,45030883,Silvana,,Palermo,-34.58559,-58.4229,Entire home/apt,21395,7,84,2022-12-01,0.96,2,279,21,
8554858,Palermo Soho 1 Bedroom  Apartment,45030883,Silvana,,Palermo,-34.58418,-58.42409,Entire home/apt,11754,7,41,2020-12-31,0.47,2,272,0,
8971621,Duplex con terraza,46881807,Mercedes,,Chacarita,-34.58861,-58.44338,Entire home/apt,9338,2,204,2020-03-16,2.35,3,0,0,
8972111,Luminoso depto. nuevo en Palermo H,8182461,Aldo,,Palermo,-34.57921,-58.43278,Entire home/apt,8433,28,6,2022-11-30,0.15,1,114,5,
9615303,Departamento nuevo en Palermo Soho,230692,Veronica Y Luciano,,Palermo,-34.58611,-58.42284,Entire home/apt,9816,8,114,2022-10-29,1.32,1,172,11,
8982186,Apartamento para 2 pax en Recoleta,3469227,Federico,,Retiro,-34.59289,-58.38405,Entire home/apt,6695,7,4,2022-01-31,0.08,135,346,1,
8569005,Oasis in the city,9857854,Noa,,San Cristobal,-34.62212,-58.39538,Entire home/apt,9691,1,0,,,1,365,0,0508335016
9626979,¡Mucha luz y toilette privado!,49795366,Mercedes,,Recoleta,-34.5976,-58.40447,Private room,1200,2,106,2020-01-06,1.23,3,0,0,
9010340,Perfect Studio for Exploring BA #4,34911661,Angelica,,Palermo,-34.58094,-58.40882,Entire home/apt,6167,5,81,2022-12-18,0.93,2,316,20,
9634511,HERMOSO Y LUMINOSO DEPTO EN PLENO CENTRO PORTEÑO,49823617,Zaida,,Balvanera,-34.60914,-58.39654,Entire home/apt,8810,7,2,2020-01-05,0.04,1,173,0,
9031028,"2 Rooms Palermo, 2 Blocks to subte, Residential",25715736,Sergio,,Palermo,-34.57476,-58.43743,Entire home/apt,7929,3,4,2022-07-20,0.07,1,360,1,+5491137860641
9047225,Espectacular 4 spaces at Palermo,15900304,Gabriel,,Palermo,-34.59248,-58.41914,Entire home/apt,16361,10,72,2022-12-11,0.83,42,221,6,
9057666,"Habitación privada en Palermo, zona zoo.",2001276,Tristan,,Palermo,-34.57924,-58.41544,Private room,2500,5,29,2022-12-02,0.34,2,320,11,
9058358,Luminoso y comodo studio en el centro,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,13919,3,5,2020-01-31,0.06,135,0,0,
9063386,Excelente depto. en Belgrano con jardín y pileta!,6686471,Maura,,Belgrano,-34.56721,-58.45484,Entire home/apt,15405,2,5,2022-12-02,0.11,1,124,3,
8571698,Perfect exchange students!!,45112593,Kevin,,Belgrano,-34.56253,-58.46459,Private room,6167,60,36,2019-02-16,0.41,1,178,0,
8581407,Beautiful apartment in San Telmo!,9771776,Gonzalo,,Monserrat,-34.61277,-58.37379,Entire home/apt,11075,28,58,2020-03-14,0.66,1,70,0,
8592503,Antique Building Loft,3308456,Fabian,,Palermo,-34.58741,-58.42196,Entire home/apt,10395,7,75,2019-06-07,0.88,2,100,0,
8596386,Cozy Whole Apartment. Very close to Palermo.,45239103,Fernando,,Villa Crespo,-34.60137,-58.43569,Entire home/apt,4657,5,35,2022-10-13,0.41,1,59,9,
8604841,Amplio y con balcón.,44190712,Alejandra,,Recoleta,-34.59487,-58.40243,Entire home/apt,15329,5,0,,,5,362,0,
8608704,Spacious apartment with a  large terrace,21703643,Babak,,Palermo,-34.58507,-58.4277,Entire home/apt,23786,5,11,2020-01-15,0.13,4,80,0,
8626845,Apartment in Palermo,41498284,Yanina,,Palermo,-34.57787,-58.41004,Entire home/apt,6167,2,306,2022-12-26,3.48,1,270,57,
9648503,Modern apartment in Nuñez,17310041,Rodrigo,,Nuñez,-34.55061,-58.46855,Entire home/apt,7929,30,5,2020-09-05,0.13,3,341,0,
8627660,Full apartment 2 bedrooms Palermo,19388159,Juan,,Palermo,-34.58409,-58.4348,Entire home/apt,13567,5,96,2022-12-11,1.10,2,34,18,
9078043,Gorgeous duplex studio with eco-furniture,9144221,Karin,,Balvanera,-34.61596,-58.40536,Entire home/apt,7048,10,6,2022-03-17,0.08,9,240,1,
9650216,Departamento exclusivo en Recoleta!,31035769,Yanina,,Recoleta,-34.59247,-58.40347,Entire home/apt,7048,3,97,2022-04-29,1.13,4,243,6,
9078785,"amplia habitación,mucha luz",47346468,Silvia,,Colegiales,-34.57332,-58.45456,Private room,27486,10,0,,,1,89,0,
9095526,"DESIGN 3Bd/2Ba Apt in Belgrano ""R""",5163372,Anita,,Belgrano,-34.56757,-58.46228,Entire home/apt,29197,1,46,2022-12-04,0.53,2,311,18,
9107631,PH chic en el Soho de Palermo,37087135,Juan,,Palermo,-34.59288,-58.42695,Entire home/apt,21143,3,84,2020-03-02,0.98,1,238,0,
9108992,Comfortable and bright loft for two,46881807,Mercedes,,Chacarita,-34.58637,-58.44357,Entire home/apt,3700,2,125,2020-03-26,1.45,3,0,0,
9109246,Moderno studio para dos personas en el Centro,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,10420,3,29,2022-01-18,0.34,135,0,1,
9110837,"Gorgeous, bohemian, quiet and sunny - San Telmo",47483239,Mauricio,,Monserrat,-34.61507,-58.37672,Entire home/apt,8810,3,102,2020-03-14,1.29,2,296,0,
9112693,S4 - DOUBLE BED PRIVATE ROOM W/ BALCONY,4372509,Vicky,,San Telmo,-34.61695,-58.37163,Private room,3348,5,10,2022-07-23,0.12,21,331,2,
9115248,Lemon Suites in San Telmo,31294548,Rob,,San Telmo,-34.62092,-58.37469,Entire home/apt,17720,1,208,2022-08-02,2.41,3,318,3,
8667888,Great studio in Palermo I,15900304,Gabriel,,Palermo,-34.59027,-58.41951,Entire home/apt,9943,4,38,2022-11-05,0.44,42,339,9,
8681434,"Escucho Pajaros, Alto Palermo",45589775,Carolina,,Palermo,-34.58589,-58.40965,Entire home/apt,9389,2,127,2022-12-11,1.46,2,340,26,
8682999,Recoleta´s Heart 4 pax,9557340,Julio,,Recoleta,-34.58697,-58.39777,Entire home/apt,10924,5,33,2022-11-08,0.42,2,282,5,
8683939,Lux and quiet private room,45599751,Ignacio,,Belgrano,-34.5567,-58.4428,Private room,10572,1,1,2016-08-29,0.01,1,365,0,
8686863,Cozy Palermo w/ Pool+Gym+Balcony - BsAs,11242532,Ignacio & Francisco,,Palermo,-34.582973,-58.444138,Entire home/apt,12157,5,95,2022-10-24,1.55,11,165,17,
10191100,Spectacular new studio in Recoleta!,50823481,Gustavo,,Recoleta,-34.58987,-58.40264,Entire home/apt,6720,2,196,2022-12-16,2.35,5,41,36,
10191139,Beautiful & brand new studio in Recoleta!,50823481,Gustavo,,Recoleta,-34.58988,-58.40264,Entire home/apt,7929,2,129,2022-12-24,1.56,5,77,14,
10191595,Amazing new studio in Recoleta with pool & laundry,50823481,Gustavo,,Recoleta,-34.58987,-58.40264,Entire home/apt,6167,2,148,2022-12-04,1.80,5,155,27,
10205600,Recoleta 2 Ambientes. One bedroom and livingroom,52431025,José,,Recoleta,-34.59389,-58.38838,Entire home/apt,9213,2,31,2022-12-23,0.40,1,101,19,
10223855,Apartamento en Edificio Crucero,52536482,Jorge Federico,,San Nicolas,-34.60059,-58.37592,Entire home/apt,7677,5,7,2022-12-22,0.10,1,365,4,
9659289,Apart Palermo Hollywood con piscina,49926615,Gisela,,Palermo,-34.58223,-58.44222,Entire home/apt,11476,3,53,2022-12-05,0.62,1,358,8,
10225746,Apartment in Downtown BA,10264516,Gabriela,,San Nicolas,-34.60383,-58.37965,Entire home/apt,4000,2,80,2019-11-11,1.02,1,0,0,
9117735,"New!! Palermo! 2 dormitorios,4 pax.",7879252,Florencia,,Palermo,-34.58188,-58.44156,Entire home/apt,24919,2,163,2022-12-12,1.88,4,331,37,
9659318,Te vas a sentir en casa!,49926436,Luciana,,Palermo,-34.56938,-58.44192,Entire home/apt,9389,6,16,2022-11-05,0.21,1,324,6,
9131182,C1 - SINGLE BED ROOM WITH BALCONY,4372509,Vicky,,Monserrat,-34.6169,-58.37786,Private room,3348,5,0,,,21,331,0,
10231814,MODERN - FIRST BREAKFAST INCLUDED-GYM+POOL+SAUNA,52581549,Adrian,,Palermo,-34.59144,-58.42593,Entire home/apt,24163,3,91,2022-12-11,1.08,2,339,19,
9661075,Modern apartment in top location!,21064365,Natalia,,Palermo,-34.57973,-58.40491,Entire home/apt,14976,60,0,,,1,362,0,
10239693,Departamento moderno. Dos ambientes,19443133,Andres,,Caballito,-34.60996,-58.45567,Entire home/apt,4000,180,29,2020-03-31,0.35,1,365,0,
9136794,"Palermo, habitación en una casa antigua reciclada.",47584911,Maria,,Chacarita,-34.58336,-58.44542,Private room,5500,1,6,2022-11-20,0.70,1,365,6,
9138042,HEART OF SOHO 2 bedrooms with PATIO,77080,Guido,,Palermo,-34.58915,-58.43247,Entire home/apt,24719,2,94,2022-03-06,1.14,2,0,2,
9664786,BELLA HABITACIÓN DOBLE O SIMPLE CON AIRE,1864747,Irina,,Almagro,-34.61082,-58.4219,Private room,1762,2,14,2020-01-06,0.16,22,270,0,
9148735,Awesome 3 bedroom apart in Palermo,47635059,Alberto,,Palermo,-34.57849,-58.41684,Entire home/apt,26429,3,17,2019-04-22,0.22,1,162,0,
10239809,Amplio y moderno apartamento para dos personas,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,14976,3,8,2022-07-04,0.09,135,0,1,
9678791,Bright river view & very cut energy,50004724,Carola,,Recoleta,-34.59442,-58.39217,Entire home/apt,6280,31,1,2020-01-13,0.03,1,313,0,
10250477,"Amplio, cómodo y nuevo en Palermo / cerca de todo!",48432008,José Ricardo,,Palermo,-34.58338,-58.42404,Entire home/apt,5085,7,46,2022-07-23,0.54,1,150,4,
9170380,Moderno studio para 2 personas en Buenos Aires,3469227,Federico,,San Nicolas,-34.60621,-58.39078,Entire home/apt,10420,3,17,2022-01-14,0.21,135,0,1,
9693616,Bright Apt near Palermo!,40692486,Luciana,,Villa Urquiza,-34.57555,-58.48215,Entire home/apt,5638,90,46,2019-03-15,0.53,1,332,0,
9184051,Tacha Balcony9 Apartment,24231645,Solange,,Villa Crespo,-34.58938,-58.43923,Entire home/apt,6695,2,15,2022-11-09,0.17,12,22,1,
10250540,Apartamento privado con balcón,28514633,Agustín,,Boca,-34.63265,-58.36083,Entire home/apt,5286,3,6,2018-08-15,0.08,1,365,0,
10262841,Experience Palermo's Best Appartment,42114796,Tomas,,Palermo,-34.57605,-58.43002,Entire home/apt,31715,4,78,2022-11-28,0.93,1,145,9,
